Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
c2.all.v2024.1.Hs.symbols.gmt	HENDRICKS_SMARCA4_TARGETS_UP	1/54	2.050624e-01	3.444123e-01	6.610675e+00	1.047423e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP	1/61	2.283943e-01	3.623045e-01	5.843947e+00	8.629651e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	2/84	4.946205e-02	1.805210e-01	7.212613e+00	2.168508e+01	LYZ;LCN2
c2.all.v2024.1.Hs.symbols.gmt	HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP	2/69	3.466363e-02	1.575345e-01	8.821421e+00	2.965819e+01	GAS5;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	HILLION_HMGA1B_TARGETS	1/86	3.063248e-01	4.155997e-01	4.130500e+00	4.886833e+00	RPL21
c2.all.v2024.1.Hs.symbols.gmt	HILLION_HMGA1_TARGETS	1/84	3.003881e-01	4.122431e-01	4.229818e+00	5.087119e+00	RPL21
c2.all.v2024.1.Hs.symbols.gmt	HINATA_NFKB_TARGETS_FIBROBLAST_UP	2/81	4.634500e-02	1.773865e-01	7.485807e+00	2.299372e+01	GADD45A;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	HINATA_NFKB_TARGETS_KERATINOCYTE_UP	2/84	4.946205e-02	1.805210e-01	7.212613e+00	2.168508e+01	GADD45A;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	HOEBEKE_LYMPHOID_STEM_CELL_DN	2/88	5.373264e-02	1.861898e-01	6.877832e+00	2.010895e+01	RPS27;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	HOEGERKORP_CD44_TARGETS_TEMPORAL_DN	2/25	4.998126e-03	4.344205e-02	2.538873e+01	1.345271e+02	LYZ;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	HOELZEL_NF1_TARGETS_DN	1/118	3.948078e-01	4.896368e-01	3.001229e+00	2.789211e+00	CP
c2.all.v2024.1.Hs.symbols.gmt	HOFFMAN_CLOCK_TARGETS_DN	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	S100P
c2.all.v2024.1.Hs.symbols.gmt	HOFMANN_CELL_LYMPHOMA_UP	1/48	1.845090e-01	3.264510e-01	7.447734e+00	1.258710e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_DN	1/29	1.158918e-01	2.689103e-01	1.242359e+01	2.677405e+01	TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	1/21	8.531924e-02	2.270101e-01	1.727807e+01	4.252748e+01	ATF3
c2.all.v2024.1.Hs.symbols.gmt	HOLLEMAN_ASPARAGINASE_RESISTANCE_ALL_UP	2/23	4.238325e-03	3.848016e-02	2.775299e+01	1.516309e+02	RPL3;RPS3
c2.all.v2024.1.Hs.symbols.gmt	HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP	5/28	1.114131e-07	4.648153e-06	5.772745e+01	9.242176e+02	RACK1;RPL3;RPS5;RPL13A;RPS3
c2.all.v2024.1.Hs.symbols.gmt	HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	4/20	1.388344e-06	4.258948e-05	6.654696e+01	8.975454e+02	RPS15A;RPL23A;RPS2;RPL31
c2.all.v2024.1.Hs.symbols.gmt	HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_DN	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	RPS15A
c2.all.v2024.1.Hs.symbols.gmt	HOLLERN_EMT_BREAST_TUMOR_DN	1/123	4.075854e-01	4.983723e-01	2.878075e+00	2.583086e+00	LTF
c2.all.v2024.1.Hs.symbols.gmt	HOLLMANN_APOPTOSIS_VIA_CD40_DN	1/267	6.802488e-01	7.206698e-01	1.314274e+00	5.063854e-01	ANXA2P2
c2.all.v2024.1.Hs.symbols.gmt	HOLLMANN_APOPTOSIS_VIA_CD40_UP	1/203	5.792178e-01	6.406406e-01	1.734720e+00	9.472902e-01	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	HONMA_DOCETAXEL_RESISTANCE	1/35	1.381557e-01	2.876176e-01	1.026017e+01	2.030872e+01	RACK1
c2.all.v2024.1.Hs.symbols.gmt	HOOI_ST7_TARGETS_DN	3/115	1.291285e-02	8.524116e-02	7.475677e+00	3.251570e+01	TCN1;MMP10;ANKRD36B
c2.all.v2024.1.Hs.symbols.gmt	HOOI_ST7_TARGETS_UP	1/93	3.267137e-01	4.335400e-01	3.816708e+00	4.269640e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	HORIUCHI_WTAP_TARGETS_DN	4/320	4.717843e-02	1.793569e-01	3.422141e+00	1.045060e+01	RPL3;RPL13A;RPL15;HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	HORIUCHI_WTAP_TARGETS_UP	2/309	3.772955e-01	4.721286e-01	1.915315e+00	1.866909e+00	ATF3;TCIM
c2.all.v2024.1.Hs.symbols.gmt	HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	1/62	2.316716e-01	3.644548e-01	5.748663e+00	8.407042e+00	GOLGB1
c2.all.v2024.1.Hs.symbols.gmt	HOSHIDA_LIVER_CANCER_SUBCLASS_S1	2/235	2.625253e-01	3.854743e-01	2.530876e+00	3.384813e+00	TMSB4X;LTF
c2.all.v2024.1.Hs.symbols.gmt	HOSHIDA_LIVER_CANCER_SUBCLASS_S2	3/115	1.291285e-02	8.524116e-02	7.475677e+00	3.251570e+01	RPS5;RPS27;RPL31
c2.all.v2024.1.Hs.symbols.gmt	HOSHIDA_LIVER_CANCER_SUBCLASS_S3	1/266	6.788720e-01	7.199426e-01	1.319285e+00	5.109888e-01	CP
c2.all.v2024.1.Hs.symbols.gmt	HOUNKPE_HOUSEKEEPING_GENES	2/1129	9.557034e-01	9.607697e-01	5.027027e-01	2.277631e-02	DNAJA1;RPL15
c2.all.v2024.1.Hs.symbols.gmt	HOUSTIS_ROS	1/36	1.418120e-01	2.920236e-01	9.970701e+00	1.947530e+01	CP
c2.all.v2024.1.Hs.symbols.gmt	HSIAO_HOUSEKEEPING_GENES	24/397	2.688483e-21	3.505110e-19	2.021418e+01	9.574509e+02	RPS29;UBB;RPL37A;RPS2;RPL31;RPL3;RPS27;RPS3;TMSB4X;RPL21;RPL28;RACK1;RPL13A;RPL39;RPL23;RPS5;FTL;RPL18A;RPS15A;RPL10A;RPL27A;HSP90AA1;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	HSIAO_LIVER_SPECIFIC_GENES	1/249	6.545500e-01	7.002007e-01	1.410635e+00	5.978373e-01	CP
c2.all.v2024.1.Hs.symbols.gmt	HUANG_GATA2_TARGETS_UP	3/152	2.684843e-02	1.359365e-01	5.616043e+00	2.031630e+01	GPX1;LYZ;NAPSA
c2.all.v2024.1.Hs.symbols.gmt	HUI_MAPK14_TARGETS_UP	1/19	7.751409e-02	2.176237e-01	1.914771e+01	4.896635e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	1/19	7.751409e-02	2.176237e-01	1.914771e+01	4.896635e+01	LTF
c2.all.v2024.1.Hs.symbols.gmt	HUMMERICH_SKIN_CANCER_PROGRESSION_DN	1/103	3.548162e-01	4.560360e-01	3.442781e+00	3.567256e+00	LYZ
c2.all.v2024.1.Hs.symbols.gmt	HUMMERICH_SKIN_CANCER_PROGRESSION_UP	1/88	3.122118e-01	4.209914e-01	4.035722e+00	4.697877e+00	LCN2
c2.all.v2024.1.Hs.symbols.gmt	HUPER_BREAST_BASAL_VS_LUMINAL_DN	1/58	2.184790e-01	3.549433e-01	6.149686e+00	9.354074e+00	LCN2
c2.all.v2024.1.Hs.symbols.gmt	HUPER_BREAST_BASAL_VS_LUMINAL_UP	2/53	2.126512e-02	1.161232e-01	1.157045e+01	4.455420e+01	MMP10;S100P
c2.all.v2024.1.Hs.symbols.gmt	HUTTMANN_B_CLL_POOR_SURVIVAL_DN	1/59	2.217980e-01	3.578273e-01	6.044289e+00	9.102627e+00	NUCB2
c2.all.v2024.1.Hs.symbols.gmt	HUTTMANN_B_CLL_POOR_SURVIVAL_UP	3/284	1.196580e-01	2.710169e-01	2.964651e+00	6.294302e+00	PPP1R15A;SFTPB;BPIFA1
c2.all.v2024.1.Hs.symbols.gmt	HU_GENOTOXIC_DAMAGE_24HR	3/37	5.151456e-04	8.079652e-03	2.446369e+01	1.852161e+02	RPL3;DNAJA1;RPL10A
c2.all.v2024.1.Hs.symbols.gmt	HWANG_PROSTATE_CANCER_MARKERS	2/28	6.245956e-03	5.069675e-02	2.251147e+01	1.142642e+02	AGR2;MUC1
c2.all.v2024.1.Hs.symbols.gmt	IBRAHIM_NRF1_DOWN	2/167	1.577596e-01	3.051033e-01	3.581857e+00	6.614553e+00	GAS5;ANKRD36B
c2.all.v2024.1.Hs.symbols.gmt	IBRAHIM_NRF1_UP	3/420	2.630539e-01	3.854743e-01	1.986460e+00	2.652711e+00	FTL;DNAJA1;HSPH1
c2.all.v2024.1.Hs.symbols.gmt	IBRAHIM_NRF2_UP	4/533	1.899402e-01	3.315609e-01	2.025527e+00	3.364493e+00	FTL;PPP1R15A;DNAJA1;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	3/141	2.211574e-02	1.192079e-01	6.065120e+00	2.311700e+01	TMSB4X;LYZ;LTF
c2.all.v2024.1.Hs.symbols.gmt	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	3/115	1.291285e-02	8.524116e-02	7.475677e+00	3.251570e+01	TMSB4X;LYZ;AKAP9
c2.all.v2024.1.Hs.symbols.gmt	IGARASHI_ATF4_TARGETS_DN	2/98	6.494801e-02	2.009003e-01	6.162302e+00	1.684877e+01	AGR2;S100P
c2.all.v2024.1.Hs.symbols.gmt	IGLESIAS_E2F_TARGETS_UP	3/144	2.335686e-02	1.249293e-01	5.935720e+00	2.229970e+01	AGR2;DNAJA1;LYZ
c2.all.v2024.1.Hs.symbols.gmt	IKEDA_MIR133_TARGETS_UP	1/44	1.705155e-01	3.170190e-01	8.134059e+00	1.438857e+01	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	INGA_TP53_TARGETS	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	INGRAM_SHH_TARGETS_UP	3/125	1.612426e-02	9.951245e-02	6.862295e+00	2.832364e+01	FTL;CP;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	IRITANI_MAD1_TARGETS_DN	1/46	1.775417e-01	3.214861e-01	7.775812e+00	1.344088e+01	GAS5
c2.all.v2024.1.Hs.symbols.gmt	IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	2/516	6.459560e-01	6.942113e-01	1.133848e+00	4.955187e-01	HSPH1;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	IVANOVA_HEMATOPOIESIS_MATURE_CELL	2/298	3.605690e-01	4.614602e-01	1.987375e+00	2.027266e+00	FTL;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	1/574	9.152939e-01	9.263964e-01	6.021428e-01	5.329570e-02	MUC1
c2.all.v2024.1.Hs.symbols.gmt	IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	1/217	6.037199e-01	6.596960e-01	1.621506e+00	8.182850e-01	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	1/22	8.919728e-02	2.334470e-01	1.647370e+01	3.981536e+01	TSPAN1
c2.all.v2024.1.Hs.symbols.gmt	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	3/192	4.822223e-02	1.805210e-01	4.422524e+00	1.340881e+01	CP;SFTPA1;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	IWANAGA_CARCINOGENESIS_BY_KRAS_UP	2/177	1.727090e-01	3.187349e-01	3.376222e+00	5.929143e+00	RPS5;TCIM
c2.all.v2024.1.Hs.symbols.gmt	IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	ATF3
c2.all.v2024.1.Hs.symbols.gmt	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	2/235	2.625253e-01	3.854743e-01	2.530876e+00	3.384813e+00	LYZ;LTF
c2.all.v2024.1.Hs.symbols.gmt	JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	1/323	7.487036e-01	7.801178e-01	1.083273e+00	3.135123e-01	RPS15A
c2.all.v2024.1.Hs.symbols.gmt	JACKSON_DNMT1_TARGETS_UP	1/84	3.003881e-01	4.122431e-01	4.229818e+00	5.087119e+00	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	JAEGER_METASTASIS_DN	4/260	2.471892e-02	1.292323e-01	4.234274e+00	1.566760e+01	SERPINB3;SERPINB4;LTF;S100P
c2.all.v2024.1.Hs.symbols.gmt	JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN	1/65	2.414213e-01	3.702976e-01	5.480537e+00	7.789005e+00	RPL13A
c2.all.v2024.1.Hs.symbols.gmt	JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP	1/107	3.657293e-01	4.632128e-01	3.312872e+00	3.332291e+00	RACK1
c2.all.v2024.1.Hs.symbols.gmt	JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	1/62	2.316716e-01	3.644548e-01	5.748663e+00	8.407042e+00	ATF3
c2.all.v2024.1.Hs.symbols.gmt	JEON_SMAD6_TARGETS_UP	1/24	9.690462e-02	2.420875e-01	1.507032e+01	3.517454e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	JIANG_AGING_HYPOTHALAMUS_UP	1/49	1.879707e-01	3.283977e-01	7.293842e+00	1.219143e+01	GAS5
c2.all.v2024.1.Hs.symbols.gmt	JIANG_HYPOXIA_NORMAL	1/200	5.737754e-01	6.369854e-01	1.761047e+00	9.782919e-01	PPP1R15A
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM10_LAMINA_PROPRIA	1/91	3.209496e-01	4.283435e-01	3.901409e+00	4.433839e+00	NUCB2
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM11_CD8	1/49	1.879707e-01	3.283977e-01	7.293842e+00	1.219143e+01	MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM1_CD8	5/177	9.441482e-04	1.312995e-02	7.811238e+00	5.440705e+01	UBB;PPP1R15A;HSPH1;HSP90AA1;DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM2_CD8	5/146	3.946930e-04	6.382400e-03	9.535997e+00	7.473744e+01	UBB;PPP1R15A;HSPH1;HSP90AA1;DNAJA1
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM3_CD8	2/424	5.387462e-01	6.061621e-01	1.386630e+00	8.576458e-01	TMSB4X;UBB
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM4	4/203	1.093165e-02	7.756263e-02	5.458273e+00	2.465007e+01	ATF3;PPP1R15A;GPX1;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM5_CD8	5/189	1.264204e-03	1.624977e-02	7.299193e+00	4.870980e+01	PPP1R15A;RPL15;ATF3;DNAJA1;FTL
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM6_CD8	6/139	2.806590e-05	6.969699e-04	1.208453e+01	1.266575e+02	RPL39;RPL10A;RPL28;RPS2;RACK1;RPL31
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM7_CD8	2/90	5.591546e-02	1.912125e-01	6.721790e+00	1.938507e+01	RPS29;RPL15
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM8_CD4	30/426	1.188274e-28	4.131234e-26	2.588253e+01	1.664243e+03	RPS29;PPP1R15A;MT-ND5;RPL37A;RPS2;RPL31;RPL3;RPS27;MT-CYB;RPS3;TMSB4X;SYNE2;RPL21;RPL28;DNAJA1;RPL13A;MT-CO3;RPL39;MT-ND1;MT-ND3;RPS5;RPL18A;MT-ND2;RPS15A;RPL10A;MT-ATP6;RPL27A;HSP90AA1;RPL23A;RPL32
c2.all.v2024.1.Hs.symbols.gmt	JIANG_MELANOMA_TRM9_CD8	21/526	4.785617e-15	4.537635e-13	1.249548e+01	4.120155e+02	RPS29;MT-ND5;RPL37A;RPS27;MT-CYB;RPS3;TMSB4X;SYNE2;RPL21;RPL28;DNAJA1;MT-CO3;RPL39;MT-ND1;MT-ND3;MT-ND2;RPS15A;MT-CO2;MT-ATP6;RPL27A;MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	JIANG_VHL_TARGETS	1/88	3.122118e-01	4.209914e-01	4.035722e+00	4.697877e+00	CFAP298
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	7/387	1.295245e-03	1.624977e-02	4.892472e+00	3.253032e+01	LCN2;MMP10;CP;PIP;FTL;AGR2;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	2/382	4.830179e-01	5.600568e-01	1.542671e+00	1.122604e+00	HSP90AA1;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN	4/302	3.955271e-02	1.670181e-01	3.631500e+00	1.173018e+01	ATF3;PPP1R15A;RPS3;CXCL8
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP	2/170	1.622183e-01	3.087476e-01	3.517604e+00	6.397861e+00	FTL;LCN2
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN	6/289	1.446077e-03	1.764045e-02	5.651740e+00	3.695617e+01	RPS29;LCN2;RPL15;MMP10;RPL23A;RPL13A
c2.all.v2024.1.Hs.symbols.gmt	JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP	3/380	2.180114e-01	3.549433e-01	2.200999e+00	3.352579e+00	RPL13A;RPS3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	JISON_SICKLE_CELL_DISEASE_DN	5/186	1.177625e-03	1.535329e-02	7.420857e+00	5.004815e+01	RPL10A;RPL21;MSMB;RPL23A;RPL13A
c2.all.v2024.1.Hs.symbols.gmt	JISON_SICKLE_CELL_DISEASE_UP	2/182	1.802701e-01	3.241495e-01	3.281950e+00	5.622960e+00	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	1/57	2.151460e-01	3.519958e-01	6.258814e+00	9.616282e+00	FTL
c2.all.v2024.1.Hs.symbols.gmt	JOHNSTONE_PARVB_TARGETS_1_UP	1/7	2.928011e-02	1.409738e-01	5.452694e+01	1.925263e+02	GAS5
c2.all.v2024.1.Hs.symbols.gmt	JOHNSTONE_PARVB_TARGETS_2_UP	4/145	3.383220e-03	3.344738e-02	7.715967e+00	4.389558e+01	MT-ATP6;MT-ND5;MT-ND3;MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	JOHNSTONE_PARVB_TARGETS_3_DN	2/877	8.905411e-01	9.057380e-01	6.551777e-01	7.595218e-02	GAS5;NUCB2
c2.all.v2024.1.Hs.symbols.gmt	JOHNSTONE_PARVB_TARGETS_3_UP	1/433	8.437260e-01	8.644461e-01	8.036784e-01	1.365671e-01	NEAT1
c2.all.v2024.1.Hs.symbols.gmt	JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP	1/31	1.233756e-01	2.740804e-01	1.160787e+01	2.428973e+01	S100P
c2.all.v2024.1.Hs.symbols.gmt	KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	1/262	6.733063e-01	7.162248e-01	1.339710e+00	5.299291e-01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	2/256	2.954709e-01	4.084508e-01	2.319811e+00	2.828278e+00	RPL3;RPS2
c2.all.v2024.1.Hs.symbols.gmt	KAMIKUBO_MYELOID_CEBPA_NETWORK	3/30	2.750120e-04	4.823952e-03	3.070055e+01	2.517044e+02	LYZ;LCN2;LTF
c2.all.v2024.1.Hs.symbols.gmt	KANG_FLUOROURACIL_RESISTANCE_DN	1/16	6.568265e-02	2.009003e-01	2.285682e+01	6.223731e+01	S100P
c2.all.v2024.1.Hs.symbols.gmt	KANNAN_TP53_TARGETS_UP	2/59	2.597644e-02	1.324862e-01	1.036028e+01	3.782089e+01	ATF3;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	4/123	1.865670e-03	2.103669e-02	9.145634e+00	5.747240e+01	ATF3;PPP1R15A;CXCL8;MT-ND4
c2.all.v2024.1.Hs.symbols.gmt	KARLSSON_TGFB1_TARGETS_DN	3/194	4.945819e-02	1.805210e-01	4.375936e+00	1.315681e+01	NEAT1;DNAJA1;SYNE2
c2.all.v2024.1.Hs.symbols.gmt	KARLSSON_TGFB1_TARGETS_UP	1/123	4.075854e-01	4.983723e-01	2.878075e+00	2.583086e+00	HSPH1
c2.all.v2024.1.Hs.symbols.gmt	KATSANOU_ELAVL1_TARGETS_UP	2/173	1.666999e-01	3.123952e-01	3.455598e+00	6.190912e+00	LYZ;GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KAUFFMANN_DNA_REPAIR_GENES	1/230	6.252054e-01	6.760904e-01	1.528748e+00	7.180146e-01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KAUFFMANN_DNA_REPLICATION_GENES	1/146	4.630082e-01	5.422993e-01	2.420585e+00	1.863876e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KAYO_AGING_MUSCLE_DN	3/124	1.578477e-02	9.799712e-02	6.919090e+00	2.870529e+01	TMSB4X;UBB;RPL31
c2.all.v2024.1.Hs.symbols.gmt	KAYO_AGING_MUSCLE_UP	1/242	6.440132e-01	6.924802e-01	1.451988e+00	6.389269e-01	AKAP9
c2.all.v2024.1.Hs.symbols.gmt	KEGG_ABC_TRANSPORTERS	1/44	1.705155e-01	3.170190e-01	8.134059e+00	1.438857e+01	CFTR
c2.all.v2024.1.Hs.symbols.gmt	KEGG_ALZHEIMERS_DISEASE	4/166	5.463067e-03	4.604038e-02	6.712401e+00	3.496990e+01	MT-CO3;MT-CO2;MT-ATP6;MT-CYB
c2.all.v2024.1.Hs.symbols.gmt	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1/53	2.016727e-01	3.434199e-01	6.736898e+00	1.078651e+01	GPX1
c2.all.v2024.1.Hs.symbols.gmt	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1/88	3.122118e-01	4.209914e-01	4.035722e+00	4.697877e+00	HSP90AA1
c2.all.v2024.1.Hs.symbols.gmt	KEGG_ARACHIDONIC_ACID_METABOLISM	1/58	2.184790e-01	3.549433e-01	6.149686e+00	9.354074e+00	GPX1
c2.all.v2024.1.Hs.symbols.gmt	KEGG_BLADDER_CANCER	1/42	1.634300e-01	3.095469e-01	8.526835e+00	1.544526e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_CARDIAC_MUSCLE_CONTRACTION	3/79	4.612269e-03	4.094125e-02	1.101164e+01	5.923202e+01	MT-CO3;MT-CO2;MT-CYB
c2.all.v2024.1.Hs.symbols.gmt	KEGG_CELL_CYCLE	1/125	4.126214e-01	5.015899e-01	2.831583e+00	2.506587e+00	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KEGG_CHEMOKINE_SIGNALING_PATHWAY	1/188	5.513009e-01	6.160823e-01	1.874781e+00	1.116384e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1/264	6.761010e-01	7.188311e-01	1.329420e+00	5.203520e-01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1/68	2.510485e-01	3.775682e-01	5.236245e+00	7.237062e+00	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_GLUTATHIONE_METABOLISM	1/50	1.914179e-01	3.321944e-01	7.146168e+00	1.181473e+01	GPX1
c2.all.v2024.1.Hs.symbols.gmt	KEGG_HUNTINGTONS_DISEASE	5/182	1.069122e-03	1.448174e-02	7.589472e+00	5.191895e+01	MT-CO3;MT-CO2;GPX1;MT-ATP6;MT-CYB
c2.all.v2024.1.Hs.symbols.gmt	KEGG_LYSOSOME	1/121	4.025067e-01	4.944812e-01	2.926110e+00	2.662887e+00	NAPSA
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MAPK_SIGNALING_PATHWAY	1/267	6.802488e-01	7.206698e-01	1.314274e+00	5.063854e-01	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	2/21	3.537385e-03	3.416197e-02	3.060222e+01	1.727302e+02	MT-CO3;MT-CO2
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION	1/10	4.156755e-02	1.693553e-01	3.730284e+01	1.186393e+02	GADD45A
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_CREB_MEDIATED_TRANSCRIPTION	1/13	5.370110e-02	1.861898e-01	2.834631e+01	8.289373e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY	1/19	7.751409e-02	2.176237e-01	1.914771e+01	4.896635e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY	1/31	1.233756e-01	2.740804e-01	1.160787e+01	2.428973e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY	1/29	1.158918e-01	2.689103e-01	1.242359e+01	2.677405e+01	CXCL8
c2.all.v2024.1.Hs.symbols.gmt	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY	1/14	5.771174e-02	1.926187e-01	2.624540e+01	7.485960e+01	CXCL8
